index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.228723,0,0,6.437634e-12,0,6.437634E-12
2,21,2.3136013,0.3,0.3,4.825572e-12,62168795740.7,4.825572E-12
3,21,3.3985085,0.6,0.6,7.377032e-12,81333522750.1,7.377032E-12
4,21,4.4837166,0.9,0.9,9.638545e-12,93375089289.9,9.638545E-12
5,21,5.5688993,1.2,1.2,8.542582e-12,140472751681,8.542582E-12
6,21,6.6539489,1.5,1.5,7.446613e-12,201433859931,7.446613E-12
7,21,7.7390891,1.8,1.8,7.139276e-12,252126406095,7.139276E-12
8,21,8.8240239,2.1,2.1,9.574751e-12,219326852469,9.574751E-12
9,21,9.9092435,2.4,2.4,7.574194e-12,316865398483,7.574194E-12
10,21,10.9940269,2.7,2.7,8.28744e-12,325794213895,8.287440E-12
11,21,12.0793092,3,3,1.076932e-11,278569120427,1.076932E-11
12,21,13.1642984,3.3,3.3,9.244239e-12,356979087191,9.244239E-12
13,21,14.2492772,3.6,3.6,8.919507e-12,403609751077,8.919507E-12
14,21,15.334242,3.9,3.9,9.934293e-12,392579522267,9.934293E-12
15,21,16.4192651,4.2,4.2,1.017784e-11,412661232639,1.017784E-11
16,21,17.5044156,4.5,4.5,1.03808e-11,433492601726,1.038080E-11
17,21,18.5892996,4.8,4.8,9.632754e-12,498299863154,9.632754E-12
18,21,19.6745104,5.1,5.1,9.08767e-12,561199955544,9.087670E-12
19,21,20.7599196,5.4,5.4,1.027062e-11,525771569779,1.027062E-11
20,21,21.8463282,5.7,5.7,9.041278e-12,630441846827,9.041278E-12
21,21,22.9312768,6,6,1.017784e-11,589516046627,1.017784E-11
