index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1963511,0,0,9.081874e-12,0,9.081874E-12
2,21,2.2813873,0.3,0.3,1.03634e-11,28948028639.2,1.036340E-11
3,21,3.3665769,0.6,0.6,7.782946e-12,77091630855.5,7.782946E-12
4,21,4.4513567,0.9,0.9,6.988511e-12,128782797938,6.988511E-12
5,21,5.5360953,1.2,1.2,1.105924e-11,108506551987,1.105924E-11
6,21,6.6212392,1.5,1.5,8.68175e-12,172776225991,8.681750E-12
7,21,7.7061315,1.8,1.8,9.099256e-12,197818371084,9.099256E-12
8,21,8.7909982,2.1,2.1,8.588966e-12,244499745371,8.588966E-12
9,21,9.8758481,2.4,2.4,9.516783e-12,252186059092,9.516783E-12
10,21,10.9605946,2.7,2.7,8.710753e-12,309961722023,8.710753E-12
11,21,12.0456028,3,3,8.072885e-12,371614360913,8.072885E-12
12,21,13.1305325,3.3,3.3,8.397618e-12,392968577518,8.397618E-12
13,21,14.2157186,3.6,3.6,1.066494e-11,337554641658,1.066494E-11
14,21,15.3006471,3.9,3.9,9.499376e-12,410553282658,9.499376E-12
15,21,16.3857095,4.2,4.2,8.983292e-12,467534618712,8.983292E-12
16,21,17.4707193,4.5,4.5,1.039819e-11,432767625904,1.039819E-11
17,21,18.5557662,4.8,4.8,1.040399e-11,461361458440,1.040399E-11
18,21,19.6406014,5.1,5.1,7.475609e-12,682218666065,7.475609E-12
19,21,20.7258224,5.4,5.4,1.164493e-11,463721121552,1.164493E-11
20,21,21.8107725,5.7,5.7,1.22306e-11,466044184259,1.223060E-11
21,21,22.8958172,6,6,1.212043e-11,495031941936,1.212043E-11
