index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.0916807,0,0,6.426036e-12,0,6.426036E-12
2,21,2.176608,0.3,0.3,7.858336e-12,38176020979.5,7.858336E-12
3,21,3.2614986,0.6,0.6,6.971122e-12,86069358705.8,6.971122E-12
4,21,4.3462629,0.9,0.9,7.516206e-12,119741263079,7.516206E-12
5,21,5.4313874,1.2,1.2,8.22945e-12,145817764249,8.229450E-12
6,21,6.5163008,1.5,1.5,8.861515e-12,169271281491,8.861515E-12
7,21,7.6012369,1.8,1.8,1.014304e-11,177461589425,1.014304E-11
8,21,8.6861587,2.1,2.1,7.997492e-12,262582319557,7.997492E-12
9,21,9.7710508,2.4,2.4,1.005027e-11,238799554639,1.005027E-11
10,21,10.8561774,2.7,2.7,1.100128e-11,245425986794,1.100128E-11
11,21,11.9414399,3,3,1.23002e-11,243898473196,1.230020E-11
12,21,13.026383,3.3,3.3,1.074033e-11,307253129094,1.074033E-11
13,21,14.1113671,3.6,3.6,1.261914e-11,285280930396,1.261914E-11
14,21,15.1964493,3.9,3.9,1.283949e-11,303750382609,1.283949E-11
15,21,16.2817231,4.2,4.2,1.336718e-11,314202397215,1.336718E-11
16,21,17.3666517,4.5,4.5,1.37557e-11,327137114069,1.375570E-11
17,21,18.4518189,4.8,4.8,1.441675e-11,332946052335,1.441675E-11
18,21,19.5368095,5.1,5.1,1.524598e-11,334514409700,1.524598E-11
19,21,20.6218086,5.4,5.4,1.595342e-11,338485415666,1.595342E-11
20,21,21.7068697,5.7,5.7,1.633036e-11,349043131933,1.633036E-11
21,21,22.7916772,6,6,1.619698e-11,370439427597,1.619698E-11
