index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.103564,0,0,1.347151e-11,0,1.347151E-11
2,21,2.1890035,0.3,0.3,7.162463e-12,41885033123.4,7.162463E-12
3,21,3.2745585,0.6,0.6,1.226535e-11,48918294219.1,1.226535E-11
4,21,4.3600492,0.9,0.9,1.488058e-11,60481513489.4,1.488058E-11
5,21,5.4450842,1.2,1.2,1.292061e-11,92874872006.8,1.292061E-11
6,21,6.5304783,1.5,1.5,1.480519e-11,101315822357,1.480519E-11
7,21,7.6159996,1.8,1.8,1.770454e-11,101668837485,1.770454E-11
8,21,8.7008803,2.1,2.1,1.805825e-11,116290338211,1.805825E-11
9,21,9.7860869,2.4,2.4,1.528651e-11,157001172930,1.528651E-11
10,21,10.8710819,2.7,2.7,1.98211e-11,136218474252,1.982110E-11
11,21,11.9565629,3,3,1.852219e-11,161967888246,1.852219E-11
12,21,13.0417374,3.3,3.3,1.774517e-11,185966096690,1.774517E-11
13,21,14.1274268,3.6,3.6,1.969354e-11,182801060652,1.969354E-11
14,21,15.2125815,3.9,3.9,2.196085e-11,177588754534,2.196085E-11
15,21,16.2977538,4.2,4.2,2.005306e-11,209444344155,2.005306E-11
16,21,17.3830885,4.5,4.5,2.363668e-11,190382067194,2.363668E-11
17,21,18.4684643,4.8,4.8,2.628671e-11,182601778617,2.628671E-11
18,21,19.5538384,5.1,5.1,2.400201e-11,212482204615,2.400201E-11
19,21,20.6391956,5.4,5.4,2.545748e-11,212118402921,2.545748E-11
20,21,21.7245496,5.7,5.7,2.827567e-11,201586735168,2.827567E-11
21,21,22.8098906,6,6,2.81713e-11,212982716453,2.817130E-11
