index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1093881,0,0,8.032293e-12,0,8.032293E-12
2,21,2.1942806,0.3,0.3,1.380787e-11,21726739895.4,1.380787E-11
3,21,3.2790312,0.6,0.6,1.60172e-11,37459730789.4,1.601720E-11
4,21,4.3643618,0.9,0.9,1.820333e-11,49441503285.4,1.820333E-11
5,21,5.4496034,1.2,1.2,2.092294e-11,57353316503.3,2.092294E-11
6,21,6.5345295,1.5,1.5,2.516762e-11,59600391296.4,2.516762E-11
7,21,7.6194246,1.8,1.8,2.889622e-11,62291884544.1,2.889622E-11
8,21,8.7042768,2.1,2.1,3.220728e-11,65202649835.7,3.220728E-11
9,21,9.7892345,2.4,2.4,3.796556e-11,63215187659.6,3.796556E-11
10,21,10.8743316,2.7,2.7,4.237841e-11,63711687153.9,4.237841E-11
11,21,11.9594683,3,3,4.58809e-11,65386685963,4.588090E-11
12,21,13.044353,3.3,3.3,5.29438e-11,62330244523.4,5.294380E-11
13,21,14.1291844,3.6,3.6,5.805254e-11,62012790482.6,5.805254E-11
14,21,15.2140735,3.9,3.9,6.512699e-11,59883007029.8,6.512699E-11
15,21,16.2991829,4.2,4.2,6.924993e-11,60649880801.3,6.924993E-11
16,21,17.3843877,4.5,4.5,7.606926e-11,59156615957.6,7.606926E-11
17,21,18.4696523,4.8,4.8,8.249433e-11,58185817134.3,8.249433E-11
18,21,19.5547568,5.1,5.1,8.902951e-11,57284376831.9,8.902951E-11
19,21,20.6397514,5.4,5.4,9.572709e-11,56410364088.2,9.572709E-11
20,21,21.724882,5.7,5.7,1.033061e-10,55175831824.1,1.033061E-10
21,21,22.8100312,6,6,1.110067e-10,54050791528.8,1.110067E-10
