index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2144561,0,0,1.12912e-11,0,1.129120E-11
2,21,2.299566,0.3,0.3,9.377605e-12,31991110736.7,9.377605E-12
3,21,3.3846737,0.6,0.6,1.102445e-11,54424483761.1,1.102445E-11
4,21,4.4702529,0.9,0.9,1.44979e-11,62077956117.8,1.449790E-11
5,21,5.5553344,1.2,1.2,1.571564e-11,76357055773.7,1.571564E-11
6,21,6.6403065,1.5,1.5,1.594759e-11,94058099060.7,1.594759E-11
7,21,7.7251025,1.8,1.8,1.802933e-11,99837320632.5,1.802933E-11
8,21,8.8102112,2.1,2.1,2.165355e-11,96981788205.6,2.165355E-11
9,21,9.895213,2.4,2.4,2.154342e-11,111402924884,2.154342E-11
10,21,10.9799866,2.7,2.7,2.152602e-11,125429596368,2.152602E-11
11,21,12.0652161,3,3,2.542281e-11,118004264674,2.542281E-11
12,21,13.1500925,3.3,3.3,2.877449e-11,114684917091,2.877449E-11
13,21,14.2351706,3.6,3.6,2.767272e-11,130092018421,2.767272E-11
14,21,15.3201879,3.9,3.9,2.945871e-11,132388689118,2.945871E-11
15,21,16.4060294,4.2,4.2,3.575043e-11,117481104423,3.575043E-11
16,21,17.4910839,4.5,4.5,3.755961e-11,119809550738,3.755961E-11
17,21,18.5760434,4.8,4.8,3.607511e-11,133055727342,3.607511E-11
18,21,19.6612164,5.1,5.1,4.193187e-11,121625865958,4.193187E-11
19,21,20.7461405,5.4,5.4,4.219283e-11,127983830428,4.219283E-11
20,21,21.8310932,5.7,5.7,4.454714e-11,127954342299,4.454714E-11
21,21,22.9159786,6,6,4.64665e-11,129125283807,4.646650E-11
