index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2144322,0,0,7.736562e-12,0,7.736562E-12
2,21,2.2994738,0.3,0.3,1.616218e-11,18561852423.4,1.616218E-11
3,21,3.3843649,0.6,0.6,1.870784e-11,32072115220.1,1.870784E-11
4,21,4.4695347,0.9,0.9,2.310331e-11,38955457031.9,2.310331E-11
5,21,5.554614,1.2,1.2,2.585771e-11,46407821883.7,2.585771E-11
6,21,6.6398649,1.5,1.5,2.986465e-11,50226605702.7,2.986465E-11
7,21,7.7247616,1.8,1.8,3.355265e-11,53647029370.3,3.355265E-11
8,21,8.8096027,2.1,2.1,3.914846e-11,53641956797.3,3.914846E-11
9,21,9.8948622,2.4,2.4,4.542864e-11,52830108935.7,4.542864E-11
10,21,10.9800708,2.7,2.7,5.035182e-11,53622689308.9,5.035182E-11
11,21,12.06491,3,3,5.811059e-11,51625701959,5.811059E-11
12,21,13.1501021,3.3,3.3,6.324827e-11,52175340131.8,6.324827E-11
13,21,14.2352759,3.6,3.6,7.100125e-11,50703332687.8,7.100125E-11
14,21,15.3206603,3.9,3.9,7.882957e-11,49473820547.3,7.882957E-11
15,21,16.405779,4.2,4.2,8.525469e-11,49264151919.4,8.525469E-11
16,21,17.4908062,4.5,4.5,9.238717e-11,48708061952.8,9.238717E-11
17,21,18.5761136,4.8,4.8,1.021581e-10,46985995236.8,1.021581E-10
18,21,19.6611545,5.1,5.1,1.159475e-10,43985424437.8,1.159475E-10
19,21,20.7464433,5.4,5.4,1.299573e-10,41552109808.4,1.299573E-10
20,21,21.8328763,5.7,5.7,1.339528e-10,42552302004.9,1.339528E-10
21,21,22.9179673,6,6,1.461708e-10,41047870026,1.461708E-10
