index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.0915116,0,0,8.444011e-12,0,8.444011E-12
2,21,2.1767115,0.3,0.3,6.252072e-12,47984092313.7,6.252072E-12
3,21,3.2617641,0.6,0.6,4.732792e-12,126775062162,4.732792E-12
4,21,4.3468837,0.9,0.9,6.298462e-12,142892026657,6.298462E-12
5,21,5.4319383,1.2,1.2,7.869927e-12,152479178015,7.869927E-12
6,21,6.5167521,1.5,1.5,8.420808e-12,178130174682,8.420808E-12
7,21,7.6018152,1.8,1.8,7.330638e-12,245544794328,7.330638E-12
8,21,8.6866101,2.1,2.1,6.594196e-12,318461871622,6.594196E-12
9,21,9.7714958,2.4,2.4,7.087096e-12,338643641909,7.087096E-12
10,21,10.8564642,2.7,2.7,8.101882e-12,333255902764,8.101882E-12
11,21,11.9417021,3,3,7.974309e-12,376208145433,7.974309E-12
12,21,13.0266589,3.3,3.3,6.831952e-12,483024470898,6.831952E-12
13,21,14.1114934,3.6,3.6,4.611018e-12,780738656843,4.611018E-12
14,21,15.1967065,3.9,3.9,6.959522e-12,560383313682,6.959522E-12
15,21,16.2818045,4.2,4.2,9.319621e-12,450662103105,9.319621E-12
16,21,17.3668106,4.5,4.5,7.556794e-12,595490627375,7.556794E-12
17,21,18.4520348,4.8,4.8,6.118701e-12,784480235266,6.118701E-12
18,21,19.5371752,5.1,5.1,7.655378e-12,666198324890,7.655378E-12
19,21,20.6221304,5.4,5.4,9.081876e-12,594590809212,9.081876E-12
20,21,21.7071388,5.7,5.7,8.803534e-12,647467255763,8.803534E-12
21,21,22.7920209,6,6,7.464017e-12,803856690037,7.464017E-12
