index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.0975486,0,0,1.405718e-11,0,1.405718E-11
2,21,2.1824491,0.3,0.3,9.423979e-12,31833687235.5,9.423979E-12
3,21,3.2673179,0.6,0.6,1.217837e-11,49267677037.2,1.217837E-11
4,21,4.3523287,0.9,0.9,1.555324e-11,57865756588.3,1.555324E-11
5,21,5.4374079,1.2,1.2,1.597074e-11,75137407534,1.597074E-11
6,21,6.5225829,1.5,1.5,1.514732e-11,99027418711.7,1.514732E-11
7,21,7.6076792,1.8,1.8,1.522269e-11,118244541536,1.522269E-11
8,21,8.6932492,2.1,2.1,1.823222e-11,115180707561,1.823222E-11
9,21,9.7784645,2.4,2.4,2.13056e-11,112646440372,2.130560E-11
10,21,10.863461,2.7,2.7,2.008207e-11,134448291436,2.008207E-11
11,21,11.9485041,3,3,2.063875e-11,145357640361,2.063875E-11
12,21,13.0334725,3.3,3.3,2.168253e-11,152196261230,2.168253E-11
13,21,14.1184661,3.6,3.6,2.325398e-11,154812208491,2.325398E-11
14,21,15.2035698,3.9,3.9,2.426296e-11,160738838130,2.426296E-11
15,21,16.2883391,4.2,4.2,2.577062e-11,162976288502,2.577062E-11
16,21,17.3731665,4.5,4.5,2.653608e-11,169580435392,2.653608E-11
17,21,18.458033,4.8,4.8,2.737689e-11,175330360753,2.737689E-11
18,21,19.5429068,5.1,5.1,2.726672e-11,187041198941,2.726672E-11
19,21,20.6280131,5.4,5.4,3.072274e-11,175765572993,3.072274E-11
20,21,21.7129493,5.7,5.7,3.287409e-11,173388829927,3.287409E-11
21,21,22.7977427,6,6,3.174911e-11,188981675392,3.174911E-11
