index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1701999,0,0,7.999872e-09,0,7.999872E-09
2,21,2.8604503,0.3,0.3,0.0001049982,2857.19183757,1.049982E-04
3,21,3.9457539,0.6,0.6,0.0001049989,5714.34557886,1.049989E-04
4,21,5.0309326,0.9,0.9,0.0001049985,8571.55102216,1.049985E-04
5,21,6.1158411,1.2,1.2,0.0001049986,11428.7238116,1.049986E-04
6,21,7.200944,1.5,1.5,0.0001049981,14285.9727938,1.049981E-04
7,21,8.2859088,1.8,1.8,0.0001049981,17143.1673526,1.049981E-04
8,21,9.3707602,2.1,2.1,0.0001049979,20000.400008,1.049979E-04
9,21,10.4555406,2.4,2.4,0.0001049994,22857.2734701,1.049994E-04
10,21,11.540578,2.7,2.7,0.0001049993,25714.457144,1.049993E-04
11,21,12.6253734,3,3,0.0001049993,28571.6190489,1.049993E-04
12,21,13.7103736,3.3,3.3,0.0001049992,31428.8108862,1.049992E-04
13,21,14.7955582,3.6,3.6,0.0001049991,34286.0081658,1.049991E-04
14,21,15.8804816,3.9,3.9,0.0001049993,37143.1047636,1.049993E-04
15,21,16.9656914,4.2,4.2,0.0001049991,40000.3428601,1.049991E-04
16,21,18.0507735,4.5,4.5,0.0001049992,42857.4693902,1.049992E-04
17,21,19.1355651,4.8,4.8,0.0001049989,45714.7646309,1.049989E-04
18,21,20.2205859,5.1,5.1,0.0001049991,48571.8449015,1.049991E-04
19,21,21.3053859,5.4,5.4,0.000104999,51429.0612292,1.049990E-04
20,21,22.3907405,5.7,5.7,0.000104999,54286.2312974,1.049990E-04
21,21,23.4754596,6,6,0.0001049988,57143.5102115,1.049988E-04
