index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2041787,0,0,1.050258e-11,0,1.050258E-11
2,21,2.2892072,0.3,0.3,1.080411e-11,27767210811.4,1.080411E-11
3,21,3.3739801,0.6,0.6,1.090848e-11,55003080172.5,1.090848E-11
4,21,4.458801,0.9,0.9,1.460808e-11,61609739267.6,1.460808E-11
5,21,5.5438228,1.2,1.2,1.219579e-11,98394609943.3,1.219579E-11
6,21,6.6287794,1.5,1.5,1.204504e-11,124532587688,1.204504E-11
7,21,7.7139112,1.8,1.8,1.568085e-11,114789695712,1.568085E-11
8,21,8.7988467,2.1,2.1,1.653906e-11,126972149566,1.653906E-11
9,21,9.8837044,2.4,2.4,1.525177e-11,157358785243,1.525177E-11
10,21,10.9688925,2.7,2.7,2.205372e-11,122428325017,2.205372E-11
11,21,12.0539678,3,3,2.353242e-11,127483701209,2.353242E-11
12,21,13.1388728,3.3,3.3,2.180439e-11,151345669381,2.180439E-11
13,21,14.2241215,3.6,3.6,2.40833e-11,149481175752,2.408330E-11
14,21,15.3090611,3.9,3.9,3.008502e-11,129632621152,3.008502E-11
15,21,16.3940959,4.2,4.2,2.78699e-11,150700217798,2.786990E-11
16,21,17.4789588,4.5,4.5,2.954571e-11,152306375443,2.954571E-11
17,21,18.5639529,4.8,4.8,3.463707e-11,138579851009,3.463707E-11
18,21,19.6488518,5.1,5.1,3.695077e-11,138021481014,3.695077E-11
19,21,20.7338422,5.4,5.4,3.496179e-11,154454334289,3.496179E-11
20,21,21.8186492,5.7,5.7,3.979216e-11,143244297369,3.979216E-11
21,21,22.9035257,6,6,4.430937e-11,135411539365,4.430937E-11
