index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.0941523,0,0,6.542013e-12,0,6.542013E-12
2,21,2.1791105,0.3,0.3,7.649576e-12,39217859918,7.649576E-12
3,21,3.2640359,0.6,0.6,7.811942e-12,76805485755,7.811942E-12
4,21,4.3491394,0.9,0.9,6.39124e-12,140817744287,6.391240E-12
5,21,5.4344492,1.2,1.2,9.30222e-12,129001464167,9.302220E-12
6,21,6.5196757,1.5,1.5,8.107674e-12,185009905430,8.107674E-12
7,21,7.6045074,1.8,1.8,6.228872e-12,288976880565,6.228872E-12
8,21,8.6897934,2.1,2.1,8.258439e-12,254285343756,8.258439E-12
9,21,9.774912,2.4,2.4,9.406606e-12,255139845338,9.406606E-12
10,21,10.8600105,2.7,2.7,9.238444e-12,292257007782,9.238444E-12
11,21,11.9450263,3,3,7.342241e-12,408594596663,7.342241E-12
12,21,13.0298249,3.3,3.3,8.960097e-12,368299584257,8.960097E-12
13,21,14.1148059,3.6,3.6,8.426613e-12,427217910684,8.426613E-12
14,21,15.19984,3.9,3.9,6.965321e-12,559916764784,6.965321E-12
15,21,16.2848798,4.2,4.2,8.687559e-12,483449954124,8.687559E-12
16,21,17.3701531,4.5,4.5,9.812519e-12,458597838129,9.812519E-12
17,21,18.4552488,4.8,4.8,8.583181e-12,559233226003,8.583181E-12
18,21,19.5401725,5.1,5.1,7.985904e-12,638625257704,7.985904E-12
19,21,20.6251071,5.4,5.4,8.80353e-12,613390310478,8.803530E-12
20,21,21.7099743,5.7,5.7,9.974882e-12,571435331265,9.974882E-12
21,21,22.7953095,6,6,8.513591e-12,704755490368,8.513591E-12
