index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2697943,0,0,1.395278e-11,0,1.395278E-11
2,21,2.3550838,0.3,0.3,1.414415e-11,21210182301.5,1.414415E-11
3,21,3.4401653,0.6,0.6,1.436449e-11,41769669511.4,1.436449E-11
4,21,4.5249286,0.9,0.9,1.409775e-11,63839974464,1.409775E-11
5,21,5.6097766,1.2,1.2,1.357585e-11,88392255365.2,1.357585E-11
6,21,6.694884,1.5,1.5,1.201019e-11,124893944226,1.201019E-11
7,21,7.7797027,1.8,1.8,1.28626e-11,139940602989,1.286260E-11
8,21,8.8645614,2.1,2.1,1.530965e-11,137168387259,1.530965E-11
9,21,9.9500092,2.4,2.4,1.501975e-11,159789610346,1.501975E-11
10,21,11.0348545,2.7,2.7,1.751321e-11,154169338459,1.751321E-11
11,21,12.1199368,3,3,1.43181e-11,209525006810,1.431810E-11
12,21,13.2050503,3.3,3.3,1.461384e-11,225813338589,1.461384E-11
13,21,14.2900254,3.6,3.6,1.801769e-11,199803637425,1.801769E-11
14,21,15.3753365,3.9,3.9,1.613311e-11,241738883575,1.613311E-11
15,21,16.4605335,4.2,4.2,1.530968e-11,274336236943,1.530968E-11
16,21,17.5453396,4.5,4.5,1.61679e-11,278329282096,1.616790E-11
17,21,18.6304521,4.8,4.8,1.765818e-11,271828693557,1.765818E-11
18,21,19.715576,5.1,5.1,1.831921e-11,278396284556,1.831921E-11
19,21,20.8003059,5.4,5.4,1.991967e-11,271088828279,1.991967E-11
20,21,21.8853004,5.7,5.7,1.707249e-11,333870454749,1.707249E-11
21,21,22.9703278,6,6,2.029658e-11,295616305801,2.029658E-11
