index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2021968,0,0,1.033438e-11,0,1.033438E-11
2,21,2.2874711,0.3,0.3,1.095484e-11,27385155785,1.095484E-11
3,21,3.372434,0.6,0.6,1.373244e-11,43692162499.9,1.373244E-11
4,21,4.4574184,0.9,0.9,1.143034e-11,78737815323.1,1.143034E-11
5,21,5.5427275,1.2,1.2,1.154051e-11,103981539811,1.154051E-11
6,21,6.6279335,1.5,1.5,1.081566e-11,138687791591,1.081566E-11
7,21,7.7127681,1.8,1.8,1.304237e-11,138011726396,1.304237E-11
8,21,8.7975336,2.1,2.1,1.274083e-11,164824426666,1.274083E-11
9,21,9.8828928,2.4,2.4,1.221317e-11,196509178207,1.221317E-11
10,21,10.9679724,2.7,2.7,1.222477e-11,220863051002,1.222477E-11
11,21,12.0529292,3,3,1.237553e-11,242413860255,1.237553E-11
12,21,13.137848,3.3,3.3,1.38832e-11,237697360839,1.388320E-11
13,21,14.2230148,3.6,3.6,1.227115e-11,293371036944,1.227115E-11
14,21,15.3079709,3.9,3.9,1.326274e-11,294056884173,1.326274E-11
15,21,16.3929163,4.2,4.2,1.57504e-11,266659894352,1.575040E-11
16,21,17.4778461,4.5,4.5,1.329173e-11,338556380546,1.329173E-11
17,21,18.5626718,4.8,4.8,1.318156e-11,364145063255,1.318156E-11
18,21,19.6478002,5.1,5.1,1.318735e-11,386734256693,1.318735E-11
19,21,20.7329674,5.4,5.4,1.643465e-11,328574079764,1.643465E-11
20,21,21.8177454,5.7,5.7,1.459065e-11,390661142581,1.459065E-11
21,21,22.9027304,6,6,1.496757e-11,400866673749,1.496757E-11
