index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.0919268,0,0,7.040707e-12,0,7.040707E-12
2,21,2.1775957,0.3,0.3,1.050838e-11,28548644034.6,1.050838E-11
3,21,3.2625548,0.6,0.6,7.539396e-12,79581971818.4,7.539396E-12
4,21,4.3475538,0.9,0.9,9.470387e-12,95033075205.9,9.470387E-12
5,21,5.4327548,1.2,1.2,1.124481e-11,106715898268,1.124481E-11
6,21,6.5179486,1.5,1.5,8.809321e-12,170274190258,8.809321E-12
7,21,7.6030766,1.8,1.8,8.954283e-12,201021120284,8.954283E-12
8,21,8.6879534,2.1,2.1,1.253212e-11,167569413635,1.253212E-11
9,21,9.7730931,2.4,2.4,1.066494e-11,225036427772,1.066494E-11
10,21,10.8579642,2.7,2.7,7.846733e-12,344092248328,7.846733E-12
11,21,11.9428218,3,3,9.812521e-12,305731829771,9.812521E-12
12,21,13.027634,3.3,3.3,1.174351e-11,281006274955,1.174351E-11
13,21,14.1126665,3.6,3.6,8.136672e-12,442441332279,8.136672E-12
14,21,15.1976957,3.9,3.9,9.974881e-12,390982107957,9.974881E-12
15,21,16.2828791,4.2,4.2,1.161593e-11,361572426831,1.161593E-11
16,21,17.3679419,4.5,4.5,9.348616e-12,481354673248,9.348616E-12
17,21,18.4530623,4.8,4.8,8.85572e-12,542022557172,8.855720E-12
18,21,19.5381317,5.1,5.1,9.980684e-12,510987022533,9.980684E-12
19,21,20.6232382,5.4,5.4,1.158114e-11,466275340770,1.158114E-11
20,21,21.7085586,5.7,5.7,8.368625e-12,681115475959,8.368625E-12
21,21,22.7934594,6,6,1.054896e-11,568776448105,1.054896E-11
