index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2326232,0,0,8.11928e-12,0,8.119280E-12
2,21,2.3174213,0.3,0.3,1.12912e-11,26569363752.3,1.129120E-11
3,21,3.402674,0.6,0.6,1.230598e-11,48756783287.5,1.230598E-11
4,21,4.4876726,0.9,0.9,1.777422e-11,50635133356.1,1.777422E-11
5,21,5.5724764,1.2,1.2,1.769883e-11,67801091936.6,1.769883E-11
6,21,6.6575739,1.5,1.5,1.929928e-11,77723106768.7,1.929928E-11
7,21,7.7427768,1.8,1.8,2.236681e-11,80476384428.5,2.236681E-11
8,21,8.8279069,2.1,2.1,2.541694e-11,82622062293.9,2.541694E-11
9,21,9.9127487,2.4,2.4,2.956894e-11,81166250802.4,2.956894E-11
10,21,10.998982,2.7,2.7,3.092004e-11,87322008639.1,3.092004E-11
11,21,12.0841986,3,3,3.469507e-11,86467616292.5,3.469507E-11
12,21,13.1693106,3.3,3.3,3.953124e-11,83478281986.6,3.953124E-11
13,21,14.2544311,3.6,3.6,4.128828e-11,87191813270,4.128828E-11
14,21,15.3396703,3.9,3.9,4.477912e-11,87094163529.8,4.477912E-11
15,21,16.4244472,4.2,4.2,4.846712e-11,86656686017.2,4.846712E-11
16,21,17.5092917,4.5,4.5,5.281622e-11,85201099207.8,5.281622E-11
17,21,18.5941129,4.8,4.8,5.596495e-11,85767967272.4,5.596495E-11
18,21,19.6793577,5.1,5.1,5.988488e-11,85163400177.1,5.988488E-11
19,21,20.7643951,5.4,5.4,6.401933e-11,84349523807.9,6.401933E-11
20,21,21.8507599,5.7,5.7,6.791042e-11,83934100245.6,6.791042E-11
21,21,22.9355537,6,6,7.352943e-11,81599979763.2,7.352943E-11
