index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1750911,0,0,1.139557e-11,0,1.139557E-11
2,21,2.2599624,0.3,0.3,8.960083e-12,33481832701.8,8.960083E-12
3,21,3.3449179,0.6,0.6,1.058373e-11,56690788597.2,1.058373E-11
4,21,4.4301121,0.9,0.9,1.299021e-11,69282944617.5,1.299021E-11
5,21,5.5151846,1.2,1.2,1.094324e-11,109656737858,1.094324E-11
6,21,6.6001228,1.5,1.5,1.126797e-11,133120695210,1.126797E-11
7,21,7.6871234,1.8,1.8,1.172607e-11,153504115189,1.172607E-11
8,21,8.7730349,2.1,2.1,1.324534e-11,158546326482,1.324534E-11
9,21,9.8581337,2.4,2.4,1.225378e-11,195857931185,1.225378E-11
10,21,10.9429741,2.7,2.7,1.271188e-11,212399739456,1.271188E-11
11,21,12.0280257,3,3,1.181887e-11,253831373050,1.181887E-11
12,21,13.1130299,3.3,3.3,1.220738e-11,270328276829,1.220738E-11
13,21,14.1982372,3.6,3.6,1.435873e-11,250718552407,1.435873E-11
14,21,15.2833066,3.9,3.9,1.511836e-11,257964488212,1.511836E-11
15,21,16.3684358,4.2,4.2,1.25553e-11,334520083152,1.255530E-11
16,21,17.4536693,4.5,4.5,1.373825e-11,327552635889,1.373825E-11
17,21,18.5387576,4.8,4.8,1.48922e-11,322316380387,1.489220E-11
18,21,19.6237859,5.1,5.1,1.540829e-11,330990655031,1.540829E-11
19,21,20.7088045,5.4,5.4,1.307139e-11,413115973129,1.307139E-11
20,21,21.7938402,5.7,5.7,1.526333e-11,373444064958,1.526333E-11
21,21,22.8787549,6,6,1.582e-11,379266750948,1.582000E-11
