index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2731677,0,0,1.177827e-11,0,1.177827E-11
2,21,2.358417,0.3,0.3,1.316416e-11,22789148718.9,1.316416E-11
3,21,3.4435293,0.6,0.6,1.314096e-11,45658764656.5,1.314096E-11
4,21,4.528767,0.9,0.9,1.237552e-11,72724216841,1.237552E-11
5,21,5.6139689,1.2,1.2,1.406295e-11,85330602754,1.406295E-11
6,21,6.6987394,1.5,1.5,1.475879e-11,101634348073,1.475879E-11
7,21,7.7839179,1.8,1.8,1.485737e-11,121151993926,1.485737E-11
8,21,8.8688098,2.1,2.1,1.657958e-11,126661833412,1.657958E-11
9,21,9.9539186,2.4,2.4,1.666081e-11,144050619388,1.666081E-11
10,21,11.0391806,2.7,2.7,1.485739e-11,181727746260,1.485739E-11
11,21,12.1239839,3,3,1.522272e-11,197073847512,1.522272E-11
12,21,13.2091897,3.3,3.3,1.791333e-11,184220354339,1.791333E-11
13,21,14.2943302,3.6,3.6,1.831925e-11,196514595303,1.831925E-11
14,21,15.3791202,3.9,3.9,1.732186e-11,225149031340,1.732186E-11
15,21,16.4639448,4.2,4.2,1.826125e-11,229995208433,1.826125E-11
16,21,17.5490968,4.5,4.5,1.861497e-11,241740921420,1.861497E-11
17,21,18.6340394,4.8,4.8,2.058075e-11,233227652053,2.058075E-11
18,21,19.7192354,5.1,5.1,1.85106e-11,275517811416,1.851060E-11
19,21,20.8043951,5.4,5.4,1.94152e-11,278132597140,1.941520E-11
20,21,21.8893697,5.7,5.7,2.02792e-11,281076176575,2.027920E-11
21,21,22.9741495,6,6,2.375845e-11,252541727259,2.375845E-11
