index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1155935,0,0,7.69595e-12,0,7.695950E-12
2,21,2.2005479,0.3,0.3,9.829883e-12,30519183188.7,9.829883E-12
3,21,3.2894066,0.6,0.6,1.271766e-11,47178490382.7,1.271766E-11
4,21,4.375851,0.9,0.9,8.090259e-12,111244893396,8.090259E-12
5,21,5.4612166,1.2,1.2,9.621118e-12,124725629599,9.621118E-12
6,21,6.5496664,1.5,1.5,1.15405e-11,129977037390,1.154050E-11
7,21,7.6354673,1.8,1.8,1.230593e-11,146270944171,1.230593E-11
8,21,8.7211077,2.1,2.1,8.362791e-12,251112337974,8.362791E-12
9,21,9.8085376,2.4,2.4,1.081567e-11,221900261380,1.081567E-11
10,21,10.8939313,2.7,2.7,1.132016e-11,238512529858,1.132016E-11
11,21,11.9795142,3,3,8.809304e-12,340549037699,8.809304E-12
12,21,13.0651689,3.3,3.3,1.000964e-11,329682186372,1.000964E-11
13,21,14.1502927,3.6,3.6,9.986454e-12,360488317475,9.986454E-12
14,21,15.2361032,3.9,3.9,1.318155e-11,295868088351,1.318155E-11
15,21,16.3214759,4.2,4.2,8.913686e-12,471185545463,8.913686E-12
16,21,17.4121785,4.5,4.5,8.693331e-12,517638175746,8.693331E-12
17,21,18.4977634,4.8,4.8,1.354107e-11,354477157270,1.354107E-11
18,21,19.5852731,5.1,5.1,1.145353e-11,445277569448,1.145353E-11
19,21,20.6714941,5.4,5.4,9.969052e-12,541676380061,9.969052E-12
20,21,21.7571549,5.7,5.7,1.362806e-11,418254689222,1.362806E-11
21,21,22.8422246,6,6,1.43529e-11,418033986163,1.435290E-11
