index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1939776,0,0,7.695971e-12,0,7.695971E-12
2,21,2.2790745,0.3,0.3,1.3257e-11,22629554197.8,1.325700E-11
3,21,3.3642066,0.6,0.6,1.757129e-11,34146610749.7,1.757129E-11
4,21,4.4493763,0.9,0.9,2.93312e-11,30684049749.1,2.933120E-11
5,21,5.5342699,1.2,1.2,3.662024e-11,32768763940.4,3.662024E-11
6,21,6.6192619,1.5,1.5,4.040682e-11,37122446161.3,4.040682E-11
7,21,7.7040364,1.8,1.8,4.794521e-11,37542853603.1,4.794521E-11
8,21,8.789217,2.1,2.1,5.538501e-11,37916396512.3,5.538501E-11
9,21,9.8745732,2.4,2.4,4.70349e-11,51025940312.4,4.703490E-11
10,21,10.9593437,2.7,2.7,7.232338e-11,37332326005.8,7.232338E-11
11,21,12.0442652,3,3,7.544306e-11,39765089061.9,7.544306E-11
12,21,13.1293043,3.3,3.3,8.843824e-11,37314175406.5,8.843824E-11
13,21,14.2144175,3.6,3.6,9.939206e-11,36220197066,9.939206E-11
14,21,15.2995436,3.9,3.9,1.095922e-10,35586474219.9,1.095922E-10
15,21,16.3847464,4.2,4.2,1.184178e-10,35467640844.5,1.184178E-10
16,21,17.4697638,4.5,4.5,1.293138e-10,34799070168.8,1.293138E-10
17,21,18.5553375,4.8,4.8,1.420479e-10,33791418246.9,1.420479E-10
18,21,19.6406105,5.1,5.1,1.447501e-10,35233136281.1,1.447501E-10
19,21,20.725659,5.4,5.4,1.550082e-10,34836866694.8,1.550082E-10
20,21,21.8104112,5.7,5.7,1.520333e-10,37491786338.9,1.520333E-10
21,21,22.8953463,6,6,1.8994e-10,31588922817.7,1.899400E-10
