index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.3013985,0,0,1.007923e-11,0,1.007923E-11
2,21,2.386875,0.3,0.3,1.051993e-11,28517300020.1,1.051993E-11
3,21,3.4719566,0.6,0.6,9.603729e-12,62475732082.8,9.603729E-12
4,21,4.557136,0.9,0.9,1.144193e-11,78658058561.8,1.144193E-11
5,21,5.6420042,1.2,1.2,1.172605e-11,102336251338,1.172605E-11
6,21,6.7269724,1.5,1.5,1.324532e-11,113247547058,1.324532E-11
7,21,7.8120877,1.8,1.8,1.370921e-11,131298594157,1.370921E-11
8,21,8.8974804,2.1,2.1,1.261325e-11,166491586229,1.261325E-11
9,21,9.9823443,2.4,2.4,1.414415e-11,169681458412,1.414415E-11
10,21,11.0673798,2.7,2.7,1.329173e-11,203133828328,1.329173E-11
11,21,12.1527005,3,3,1.115779e-11,268870448359,1.115779E-11
12,21,13.2380824,3.3,3.3,1.142453e-11,288852145340,1.142453E-11
13,21,14.3234289,3.6,3.6,1.386e-11,259740259740,1.386000E-11
14,21,15.4085777,3.9,3.9,1.52459e-11,255806479119,1.524590E-11
15,21,16.4934022,4.2,4.2,1.328593e-11,316123899494,1.328593E-11
16,21,17.578359,4.5,4.5,1.389478e-11,323862630427,1.389478E-11
17,21,18.6634959,4.8,4.8,1.413254e-11,339641706303,1.413254E-11
18,21,19.7485798,5.1,5.1,1.278724e-11,398835088729,1.278724E-11
19,21,20.8337998,5.4,5.4,1.225375e-11,440681424054,1.225375E-11
20,21,21.9189484,5.7,5.7,1.565761e-11,364040233471,1.565761E-11
21,21,23.0038738,6,6,1.620269e-11,370308880809,1.620269E-11
