index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.1926502,0,0,8.014901e-12,0,8.014901E-12
2,21,2.2778892,0.3,0.3,9.209449e-12,32575238757.5,9.209449E-12
3,21,3.3631081,0.6,0.6,9.992281e-12,60046349777.4,9.992281E-12
4,21,4.447955,0.9,0.9,8.194658e-12,109827646254,8.194658E-12
5,21,5.5330027,1.2,1.2,9.476179e-12,126633319189,9.476179E-12
6,21,6.6182043,1.5,1.5,1.12854e-11,132915093838,1.128540E-11
7,21,7.7033838,1.8,1.8,1.309461e-11,137461138591,1.309461E-11
8,21,8.789024,2.1,2.1,1.300181e-11,161515973545,1.300181E-11
9,21,9.8740438,2.4,2.4,1.368032e-11,175434492760,1.368032E-11
10,21,10.9589344,2.7,2.7,1.403403e-11,192389498954,1.403403E-11
11,21,12.0439455,3,3,1.529237e-11,196176263065,1.529237E-11
12,21,13.1288774,3.3,3.3,1.614478e-11,204400431595,1.614478E-11
13,21,14.2140743,3.6,3.6,1.742051e-11,206652962514,1.742051E-11
14,21,15.2990567,3.9,3.9,1.964144e-11,198559779731,1.964144E-11
15,21,16.3841134,4.2,4.2,2.114333e-11,198644205998,2.114333E-11
16,21,17.4693413,4.5,4.5,2.145066e-11,209783754905,2.145066E-11
17,21,18.5541963,4.8,4.8,2.472697e-11,194120023602,2.472697E-11
18,21,19.6393583,5.1,5.1,2.354403e-11,216615422254,2.354403E-11
19,21,20.7247139,5.4,5.4,2.513868e-11,214808414762,2.513868E-11
20,21,21.8098939,5.7,5.7,2.671014e-11,213402101224,2.671014E-11
21,21,22.8950045,6,6,2.820045e-11,212762562300,2.820045E-11
