index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.097782,0,0,1.121578e-11,0,1.121578E-11
2,21,2.1826287,0.3,0.3,1.261907e-11,23773542741.3,1.261907E-11
3,21,3.2678727,0.6,0.6,9.464558e-12,63394402570.1,9.464558E-12
4,21,4.3531716,0.9,0.9,8.426581e-12,106804883262,8.426581E-12
5,21,5.4382204,1.2,1.2,9.934249e-12,120794234169,9.934249E-12
6,21,6.5233732,1.5,1.5,1.299017e-11,115471929929,1.299017E-11
7,21,7.6082696,1.8,1.8,1.140132e-11,157876456410,1.140132E-11
8,21,8.6931303,2.1,2.1,8.942659e-12,234829484161,8.942659E-12
9,21,9.7783443,2.4,2.4,9.122435e-12,263087651488,9.122435E-12
10,21,10.8685639,2.7,2.7,1.100702e-11,245298000730,1.100702E-11
11,21,11.9541942,3,3,9.690712e-12,309574776343,9.690712E-12
12,21,13.0392066,3.3,3.3,8.472976e-12,389473545068,8.472976E-12
13,21,14.1239897,3.6,3.6,1.053152e-11,341830998754,1.053152E-11
14,21,15.2092746,3.9,3.9,1.253208e-11,311201332899,1.253208E-11
15,21,16.2942475,4.2,4.2,1.266546e-11,331610537635,1.266546E-11
16,21,17.3792826,4.5,4.5,1.261326e-11,356767401925,1.261326E-11
17,21,18.464217,4.8,4.8,-4.265088e-12,-1.12541640407e+12,-4.265088E-12
18,21,19.5493751,5.1,5.1,1.376142e-11,370601289692,1.376142E-11
19,21,20.6342954,5.4,5.4,1.365704e-11,395400467451,1.365704E-11
20,21,21.719607,5.7,5.7,1.376721e-11,414027242993,1.376721E-11
21,21,22.8053346,6,6,1.076927e-11,557140827558,1.076927E-11
