index,total,elapsed_s,source_value,voltage_v,current_a,resistance_ohm,raw
1,21,1.2859499,0,0,1.653903e-11,0,1.653903E-11
2,21,2.3712145,0.3,0.3,1.165069e-11,25749547880.9,1.165069E-11
3,21,3.4564529,0.6,0.6,1.398757e-11,42895227691.4,1.398757E-11
4,21,4.5415442,0.9,0.9,1.498496e-11,60060220381,1.498496E-11
5,21,5.6263914,1.2,1.2,1.65274e-11,72606701598.6,1.652740E-11
6,21,6.7113617,1.5,1.5,1.878311e-11,79858979689.7,1.878311E-11
7,21,7.7963037,1.8,1.8,1.726964e-11,104229155906,1.726964E-11
8,21,8.8815094,2.1,2.1,1.716525e-11,122340193123,1.716525E-11
9,21,9.9665805,2.4,2.4,1.749582e-11,137175622520,1.749582E-11
10,21,11.0514305,2.7,2.7,1.968774e-11,137141185327,1.968774E-11
11,21,12.1364218,3,3,2.062134e-11,145480361606,2.062134E-11
12,21,13.2214468,3.3,3.3,1.996608e-11,165280315415,1.996608E-11
13,21,14.3066024,3.6,3.6,2.308579e-11,155940082622,2.308579E-11
14,21,15.3916425,3.9,3.9,2.320758e-11,168048542761,2.320758E-11
15,21,16.4766196,4.2,4.2,2.503418e-11,167770624003,2.503418E-11
16,21,17.5615668,4.5,4.5,2.620551e-11,171719611639,2.620551E-11
17,21,18.6467126,4.8,4.8,2.450069e-11,195912849801,2.450069E-11
18,21,19.7316564,5.1,5.1,2.540527e-11,200745750783,2.540527E-11
19,21,20.8164307,5.4,5.4,2.682597e-11,201297474052,2.682597E-11
20,21,21.901338,5.7,5.7,2.711591e-11,210208692978,2.711591E-11
21,21,22.9864632,6,6,2.91107e-11,206109780940,2.911070E-11
